eid	id	rab	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	annot	frac_molar_2	group	sp	collection	depth
1B	PE 32:1_14.36 | 15:0/17:1	5.840727708	PE	2	NA	32	1	14.36	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	0.001612203	1bar	Ecoli	NA	1
1B	PE 32:1_14.36 | 16:0/16:1	12.81585621	PE	2	NA	32	1	14.36	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.003537532	1bar	Ecoli	NA	1
1B	PE 33:0_18.55 | 16:0/17:0	1.483707082	PE	2	NA	33	0	18.55	NA	16	0	NA	17	0	NA	NA	NA	TRUE	16:0/17:0	4.09544e-4	1bar	Ecoli	NA	1
1B	PE 33:1_16.00 | 16:0/17:1	135.4401563	PE	2	NA	33	1	16	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.037385247	1bar	Ecoli	NA	1
1B	PE 33:2_13.89 | 16:1_17:1	0.233597649	PE	2	NA	33	2	13.89	NA	16	1	NA	17	1	NA	NA	NA	FALSE	16:1_17:1	6.44794e-5	1bar	Ecoli	NA	1
1B	PE 34:0_20.50 | 16:0/18:0	3.1725559	PE	2	NA	34	0	20.5	NA	16	0	NA	18	0	NA	NA	NA	TRUE	16:0/18:0	8.75714e-4	1bar	Ecoli	NA	1
1B	PE 34:1_17.17 | 16:0/18:1	12.68640691	PE	2	NA	34	1	17.17	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	0.003501801	1bar	Ecoli	NA	1
1B	PE 34:1_17.78 | 15:0/19:1	2.128340068	PE	2	NA	34	1	17.78	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	5.87481e-4	1bar	Ecoli	NA	1
1B	PE 34:1_17.78 | 16:0/18:1	2.892014571	PE	2	NA	34	1	17.78	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	7.98276e-4	1bar	Ecoli	NA	1
1B	PE 34:1_17.78 | 17:0/17:1	1.956482294	PE	2	NA	34	1	17.78	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	5.40043e-4	1bar	Ecoli	NA	1
1B	PE 34:2_14.58 | 18:1/16:1	0.719408819	PE	2	NA	34	2	14.58	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	1.98577e-4	1bar	Ecoli	NA	1
1B	PE 34:2_15.33 | 17:1/17:1	5.883668031	PE	2	NA	34	2	15.33	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	0.001624056	1bar	Ecoli	NA	1
1B	PE 35:1_19.58 | 16:0/19:1	82.11736841	PE	2	NA	35	1	19.58	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.022666676	1bar	Ecoli	NA	1
1B	PE 35:2_16.44 | 16:1_19:1	0.151932551	PE	2	NA	35	2	16.44	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	4.19376e-5	1bar	Ecoli	NA	1
1B	PE 35:2_16.44 | 18:1/17:1	0.601980149	PE	2	NA	35	2	16.44	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	1.66163e-4	1bar	Ecoli	NA	1
1B	PE 35:2_16.94 | 16:1_19:1	0.181787445	PE	2	NA	35	2	16.94	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	5.01784e-5	1bar	Ecoli	NA	1
1B	PE 35:2_16.94 | 18:1/17:1	0.193563958	PE	2	NA	35	2	16.94	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	5.3429e-5	1bar	Ecoli	NA	1
1B	PE 36:1_21.48 | 16:0_20:1	0.228748949	PE	2	NA	36	1	21.48	NA	16	0	NA	20	1	NA	NA	NA	FALSE	16:0_20:1	6.31411e-5	1bar	Ecoli	NA	1
1B	PE 36:1_21.48 | 17:0/19:1	1.548158685	PE	2	NA	36	1	21.48	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	4.27335e-4	1bar	Ecoli	NA	1
1B	PE 36:2_18.83 | 19:1/17:1	26.50788092	PE	2	NA	36	2	18.83	NA	19	1	NA	17	1	NA	NA	NA	TRUE	19:1/17:1	0.007316912	1bar	Ecoli	NA	1
1B	PE 37:1_23.32 | 18:0/19:1	1.696365889	PE	2	NA	37	1	23.32	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	4.68244e-4	1bar	Ecoli	NA	1
1B	PE 37:2_20.08 | 18:1/19:1	0.656398916	PE	2	NA	37	2	20.08	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	1.81184e-4	1bar	Ecoli	NA	1
1B	PE 37:2_20.78 | 17:1_20:1	0.037164073	PE	2	NA	37	2	20.78	NA	17	1	NA	20	1	NA	NA	NA	FALSE	17:1_20:1	1.02583e-5	1bar	Ecoli	NA	1
1B	PE 37:2_20.78 | 18:1/19:1	0.248536199	PE	2	NA	37	2	20.78	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	6.86029e-5	1bar	Ecoli	NA	1
1B	PE 38:2_22.46 | 19:1/19:1	13.10160333	PE	2	NA	38	2	22.46	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.003616407	1bar	Ecoli	NA	1
1B	PG 28:0_10.25 | 14:0/14:0	0.095018009	PG	2	NA	28	0	10.25	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	2.62276e-5	1bar	Ecoli	NA	1
1B	PG 28:0_10.25 | 16:0/12:0	0.032523212	PG	2	NA	28	0	10.25	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	8.97731e-6	1bar	Ecoli	NA	1
1B	PG 30:0_11.73 | 16:0/14:0	5.717341407	PG	2	NA	30	0	11.73	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.001578145	1bar	Ecoli	NA	1
1B	PG 30:1_10.66 | 16:0/14:1	0.046686647	PG	2	NA	30	1	10.66	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	1.28868e-5	1bar	Ecoli	NA	1
1B	PG 31:0_12.66 | 15:0_16:0	0.199500741	PG	2	NA	31	0	12.66	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0	5.50677e-5	1bar	Ecoli	NA	1
1B	PG 31:1_11.38 | 14:0/17:1	0.302020664	PG	2	NA	31	1	11.38	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	8.33661e-5	1bar	Ecoli	NA	1
1B	PG 32:0_13.77 | 16:0/16:0	6.279485308	PG	2	NA	32	0	13.77	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.001733312	1bar	Ecoli	NA	1
1B	PG 32:1_12.11 | 16:0/16:1	3.873747218	PG	2	NA	32	1	12.11	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.001069262	1bar	Ecoli	NA	1
1B	PG 33:0_15.11 | 16:0_17:0	0.071325235	PG	2	NA	33	0	15.11	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0	1.96877e-5	1bar	Ecoli	NA	1
1B	PG 33:1_13.31 | 16:0/17:1	30.35607829	PG	2	NA	33	1	13.31	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.008379121	1bar	Ecoli	NA	1
1B	PG 34:0_16.75 | 16:0_18:0	0.167651995	PG	2	NA	34	0	16.75	NA	16	0	NA	18	0	NA	NA	NA	FALSE	16:0_18:0	4.62766e-5	1bar	Ecoli	NA	1
1B	PG 34:1_14.11 | 16:0/18:1	2.084684252	PG	2	NA	34	1	14.11	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.75431e-4	1bar	Ecoli	NA	1
1B	PG 34:1_14.53 | 15:0/19:1	0.131254098	PG	2	NA	34	1	14.53	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	3.62298e-5	1bar	Ecoli	NA	1
1B	PG 34:1_14.53 | 16:0/18:1	0.179812068	PG	2	NA	34	1	14.53	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	4.96331e-5	1bar	Ecoli	NA	1
1B	PG 34:1_14.53 | 17:0/17:1	0.250419751	PG	2	NA	34	1	14.53	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	6.91228e-5	1bar	Ecoli	NA	1
1B	PG 34:2_12.38 | 18:1/16:1	0.755639655	PG	2	NA	34	2	12.38	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	2.08578e-4	1bar	Ecoli	NA	1
1B	PG 34:2_12.85 | 17:1/17:1	0.469574294	PG	2	NA	34	2	12.85	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	1.29616e-4	1bar	Ecoli	NA	1
1B	PG 35:1_15.90 | 16:0/19:1	9.951848733	PG	2	NA	35	1	15.9	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.002746987	1bar	Ecoli	NA	1
1B	PG 36:1_17.66 | 16:0/20:1	0.030536633	PG	2	NA	36	1	17.66	NA	16	0	NA	20	1	NA	NA	NA	TRUE	16:0/20:1	8.42896e-6	1bar	Ecoli	NA	1
1B	PG 36:1_17.66 | 17:0/19:1	0.128131436	PG	2	NA	36	1	17.66	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	3.53678e-5	1bar	Ecoli	NA	1
1B	PG 36:2_14.46 | 18:1/18:1	0.563049322	PG	2	NA	36	2	14.46	NA	18	1	NA	18	1	NA	NA	NA	TRUE	18:1/18:1	1.55417e-4	1bar	Ecoli	NA	1
1B	PG 36:2_15.33 | 17:1_19:1	2.451698242	PG	2	NA	36	2	15.33	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1	6.76737e-4	1bar	Ecoli	NA	1
1B	PG 38:2_18.64 | 19:1/19:1	1.910276904	PG	2	NA	38	2	18.64	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	5.2729e-4	1bar	Ecoli	NA	1
1B	CL 62:1_28.64 | 14:0_15:0_16:0_17:1	0.011341134	CL	1	NA	62	1	28.64	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0_16:0_17:1	3.13047e-6	1bar	Ecoli	NA	1
1B	CL 62:1_28.64 | 14:0_16:0_16:0_16:1	0.044224558	CL	1	NA	62	1	28.64	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_16:1	1.22072e-5	1bar	Ecoli	NA	1
1B	CL 62:1_28.64 | 15:0_15:0_16:0_16:1	0.009000822	CL	1	NA	62	1	28.64	NA	15	0	NA	15	0	NA	NA	NA	FALSE	15:0_15:0_16:0_16:1	2.48448e-6	1bar	Ecoli	NA	1
1B	CL 63:1_28.82 | 14:0_16:0_16:0_17:1	1.535758501	CL	1	NA	63	1	28.82	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_17:1	4.23912e-4	1bar	Ecoli	NA	1
1B	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.194340869	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	5.36435e-5	1bar	Ecoli	NA	1
1B	CL 64:1_28.94 | 14:0_16:0_17:0_17:1	0.009777815	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:0_17:1	2.69895e-6	1bar	Ecoli	NA	1
1B	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.044561876	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	1.23003e-5	1bar	Ecoli	NA	1
1B	CL 64:1_28.94 | 16:0_16:0_16:0_16:1	0.041218921	CL	1	NA	64	1	28.94	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:1	1.13776e-5	1bar	Ecoli	NA	1
1B	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.105893019	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	2.92294e-5	1bar	Ecoli	NA	1
1B	CL 64:3_28.89	0.045415566	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	1.2536e-5	1bar	Ecoli	NA	1
1B	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.527682559	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	1.45655e-4	1bar	Ecoli	NA	1
1B	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	1.402425946	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	3.87109e-4	1bar	Ecoli	NA	1
1B	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.036598144	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	1.01021e-5	1bar	Ecoli	NA	1
1B	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.114530083	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	3.16135e-5	1bar	Ecoli	NA	1
1B	CL 65:4_28.80	0.181045978	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	4.99737e-5	1bar	Ecoli	NA	1
1B	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.166241671	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	4.58873e-5	1bar	Ecoli	NA	1
1B	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	2.084117522	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	5.75274e-4	1bar	Ecoli	NA	1
1B	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.651505388	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	1.79834e-4	1bar	Ecoli	NA	1
1B	CL 67:1_29.46 | 16:0_16:0_17:1_18:0	0.123589629	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:0	3.41142e-5	1bar	Ecoli	NA	1
1B	CL 67:2_29.21 | 15:0_16:0_17:1_19:1	0.016110651	CL	1	NA	67	2	29.21	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_19:1	4.44699e-6	1bar	Ecoli	NA	1
1B	CL 67:2_29.21 | 16:0_16:0_16:1_19:1	0.03505662	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_19:1	9.6766e-6	1bar	Ecoli	NA	1
1B	CL 67:2_29.21 | 16:0_16:0_17:1_18:1	0.048779726	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:1	1.34646e-5	1bar	Ecoli	NA	1
1B	CL 67:2_29.21 | 16:0_17:0_17:1_17:1	0.020621978	CL	1	NA	67	2	29.21	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_17:1	5.69224e-6	1bar	Ecoli	NA	1
1B	CL 67:3_28.96 | 16:0_17:1_17:1_17:1	0.088508984	CL	1	NA	67	3	28.96	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_17:1	2.44309e-5	1bar	Ecoli	NA	1
1B	CL 67:4_29.12	0.183399195	CL	1	NA	67	4	29.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	67:04:00	5.06233e-5	1bar	Ecoli	NA	1
1B	CL 68:2_29.35 | 16:0_16:0_17:1_19:1	2.064002258	CL	1	NA	68	2	29.35	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_19:1	5.69722e-4	1bar	Ecoli	NA	1
1B	CL 68:5_29.03	0.21416568	CL	1	NA	68	5	29.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	68:05:00	5.91157e-5	1bar	Ecoli	NA	1
1B	CL 69:2_29.53 | 16:0_16:0_18:1_19:1	0.024231639	CL	1	NA	69	2	29.53	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_18:1_19:1	6.68861e-6	1bar	Ecoli	NA	1
1B	CL 69:2_29.53 | 16:0_17:0_17:1_19:1	0.037226038	CL	1	NA	69	2	29.53	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_19:1	1.02754e-5	1bar	Ecoli	NA	1
1B	CL 69:3_29.28 | 16:0_17:1_17:1_19:1	0.452068998	CL	1	NA	69	3	29.28	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_19:1	1.24784e-4	1bar	Ecoli	NA	1
1B	CL 69:4_29.44	0.066034066	CL	1	NA	69	4	29.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	69:04:00	1.82272e-5	1bar	Ecoli	NA	1
1B	CL 70:2_29.71 | 16:0_16:0_19:1_19:1	0.766182299	CL	1	NA	70	2	29.71	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_19:1_19:1	2.11488e-4	1bar	Ecoli	NA	1
1B	CL 70:2_29.71 | 16:0_17:1_18:0_19:1	0.055983415	CL	1	NA	70	2	29.71	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_18:0_19:1	1.5453e-5	1bar	Ecoli	NA	1
1B	CL 70:5_29.35	0.241042418	CL	1	NA	70	5	29.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	70:05:00	6.65344e-5	1bar	Ecoli	NA	1
1B	CL 71:3_29.62 | 16:0_17:1_19:1_19:1	0.532973083	CL	1	NA	71	3	29.62	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_19:1_19:1	1.47115e-4	1bar	Ecoli	NA	1
1B	CL 71:6_29.28	0.04355023	CL	1	NA	71	6	29.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	71:06:00	1.20211e-5	1bar	Ecoli	NA	1
1B	CL 72:5_29.71	0.069741549	CL	1	NA	72	5	29.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	72:05:00	1.92506e-5	1bar	Ecoli	NA	1
1B	CL 73:3_29.96 | 16:0_19:1_19:1_19:1	0.267933541	CL	1	NA	73	3	29.96	NA	16	0	NA	19	1	NA	NA	NA	FALSE	16:0_19:1_19:1_19:1	7.39571e-5	1bar	Ecoli	NA	1
1B	CL 73:6_29.62	0.045409847	CL	1	NA	73	6	29.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	73:06:00	1.25344e-5	1bar	Ecoli	NA	1
1C	PE 28:0_11.58 | 14:0/14:0	3.851168876	PE	2	NA	28	0	11.58	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	0.00106303	1bar	Ecoli	NA	1
1C	PE 28:0_11.58 | 16:0/12:0	1.677817619	PE	2	NA	28	0	11.58	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	4.63124e-4	1bar	Ecoli	NA	1
1C	PE 29:0_12.53 | 15:0/14:0	1.542969216	PE	2	NA	29	0	12.53	NA	15	0	NA	14	0	NA	NA	NA	TRUE	15:0/14:0	4.25902e-4	1bar	Ecoli	NA	1
1C	PE 29:0_12.53 | 16:0/13:0	1.260802361	PE	2	NA	29	0	12.53	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	3.48016e-4	1bar	Ecoli	NA	1
1C	PE 30:0_13.67 | 16:0/14:0	124.4165705	PE	2	NA	30	0	13.67	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.034342431	1bar	Ecoli	NA	1
1C	PE 30:1_11.94 | 16:1/14:0	0.301054058	PE	2	NA	30	1	11.94	NA	16	1	NA	14	0	NA	NA	NA	TRUE	16:1/14:0	8.30993e-5	1bar	Ecoli	NA	1
1C	PE 30:1_12.22 | 16:0/14:1	2.603343471	PE	2	NA	30	1	12.22	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	7.18595e-4	1bar	Ecoli	NA	1
1C	PE 31:0_15.01 | 16:0/15:0	9.187587471	PE	2	NA	31	0	15.01	NA	16	0	NA	15	0	NA	NA	NA	TRUE	16:0/15:0	0.002536029	1bar	Ecoli	NA	1
1C	PE 31:1_13.18 | 14:0/17:1	9.7318364	PE	2	NA	31	1	13.18	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	0.002686257	1bar	Ecoli	NA	1
1C	PE 32:0_16.64 | 16:0/16:0	86.52107307	PE	2	NA	32	0	16.64	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.023882221	1bar	Ecoli	NA	1
1C	PE 32:1_14.36 | 15:0/17:1	6.877329971	PE	2	NA	32	1	14.36	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	0.001898334	1bar	Ecoli	NA	1
1C	PE 32:1_14.36 | 16:0/16:1	13.79844982	PE	2	NA	32	1	14.36	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.003808756	1bar	Ecoli	NA	1
1C	PE 33:0_18.55 | 16:0/17:0	1.361323448	PE	2	NA	33	0	18.55	NA	16	0	NA	17	0	NA	NA	NA	TRUE	16:0/17:0	3.75763e-4	1bar	Ecoli	NA	1
1C	PE 33:1_16.00 | 16:0/17:1	208.3682047	PE	2	NA	33	1	16	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.057515416	1bar	Ecoli	NA	1
1C	PE 33:2_13.89 | 16:1_17:1	0.222583226	PE	2	NA	33	2	13.89	NA	16	1	NA	17	1	NA	NA	NA	FALSE	16:1_17:1	6.14392e-5	1bar	Ecoli	NA	1
1C	PE 34:0_20.50 | 16:0/18:0	3.270645558	PE	2	NA	34	0	20.5	NA	16	0	NA	18	0	NA	NA	NA	TRUE	16:0/18:0	9.02789e-4	1bar	Ecoli	NA	1
1C	PE 34:1_17.17 | 16:0/18:1	14.92662659	PE	2	NA	34	1	17.17	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	0.004120164	1bar	Ecoli	NA	1
1C	PE 34:1_17.78 | 15:0/19:1	1.197540545	PE	2	NA	34	1	17.78	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	3.30554e-4	1bar	Ecoli	NA	1
1C	PE 34:1_17.78 | 16:0/18:1	1.984495489	PE	2	NA	34	1	17.78	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.47776e-4	1bar	Ecoli	NA	1
1C	PE 34:1_17.78 | 17:0/17:1	3.698835247	PE	2	NA	34	1	17.78	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	0.001020981	1bar	Ecoli	NA	1
1C	PE 34:2_14.58 | 18:1/16:1	0.61247163	PE	2	NA	34	2	14.58	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	1.69059e-4	1bar	Ecoli	NA	1
1C	PE 34:2_15.33 | 17:1/17:1	6.083760256	PE	2	NA	34	2	15.33	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	0.001679287	1bar	Ecoli	NA	1
1C	PE 35:1_19.58 | 16:0/19:1	102.8232722	PE	2	NA	35	1	19.58	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.028382081	1bar	Ecoli	NA	1
1C	PE 35:2_16.44 | 16:1_19:1	0.136027352	PE	2	NA	35	2	16.44	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	3.75473e-5	1bar	Ecoli	NA	1
1C	PE 35:2_16.44 | 18:1/17:1	0.783593838	PE	2	NA	35	2	16.44	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	2.16294e-4	1bar	Ecoli	NA	1
1C	PE 35:2_16.94 | 16:1_19:1	0.174535159	PE	2	NA	35	2	16.94	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	4.81766e-5	1bar	Ecoli	NA	1
1C	PE 35:2_16.94 | 18:1/17:1	0.177352691	PE	2	NA	35	2	16.94	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	4.89543e-5	1bar	Ecoli	NA	1
1C	PE 36:1_21.48 | 16:0_20:1	0.186376102	PE	2	NA	36	1	21.48	NA	16	0	NA	20	1	NA	NA	NA	FALSE	16:0_20:1	5.1445e-5	1bar	Ecoli	NA	1
1C	PE 36:1_21.48 | 17:0/19:1	1.341153288	PE	2	NA	36	1	21.48	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	3.70196e-4	1bar	Ecoli	NA	1
1C	PE 36:2_18.83 | 19:1/17:1	28.38096082	PE	2	NA	36	2	18.83	NA	19	1	NA	17	1	NA	NA	NA	TRUE	19:1/17:1	0.007833934	1bar	Ecoli	NA	1
1C	PE 37:1_23.32 | 18:0/19:1	1.595329005	PE	2	NA	37	1	23.32	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	4.40355e-4	1bar	Ecoli	NA	1
