eid	id	rab	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	annot	frac_molar_2	group	sp	collection	depth
250A	CL 62:1_28.64 | 14:0_15:0_16:0_17:1	0.042594397	CL	1	NA	62	1	28.64	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0_16:0_17:1	1.17572e-5	250bar	Ecoli	NA	250
250A	CL 62:1_28.64 | 14:0_16:0_16:0_16:1	0.08110353	CL	1	NA	62	1	28.64	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_16:1	2.23868e-5	250bar	Ecoli	NA	250
250A	CL 62:1_28.64 | 15:0_15:0_16:0_16:1	0.006600602	CL	1	NA	62	1	28.64	NA	15	0	NA	15	0	NA	NA	NA	FALSE	15:0_15:0_16:0_16:1	1.82195e-6	250bar	Ecoli	NA	250
250A	CL 62:3_28.55	0.076669579	CL	1	NA	62	3	28.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	62:03:00	2.11629e-5	250bar	Ecoli	NA	250
250A	CL 63:1_28.82 | 14:0_16:0_16:0_17:1	2.815580647	CL	1	NA	63	1	28.82	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_17:1	7.77179e-4	250bar	Ecoli	NA	250
250A	CL 63:2_28.57 | 14:1_16:0_16:0_17:1	0.062344829	CL	1	NA	63	2	28.57	NA	14	1	NA	16	0	NA	NA	NA	FALSE	14:1_16:0_16:0_17:1	1.72089e-5	250bar	Ecoli	NA	250
250A	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.068610044	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	1.89383e-5	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 14:0_16:0_16:0_18:1	0.027422753	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_18:1	7.56944e-6	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 14:0_16:0_17:0_17:1	0.01931378	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:0_17:1	5.33114e-6	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.066192401	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	1.82709e-5	250bar	Ecoli	NA	250
250A	CL 64:1_28.94 | 16:0_16:0_16:0_16:1	0.046232557	CL	1	NA	64	1	28.94	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:1	1.27615e-5	250bar	Ecoli	NA	250
250A	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.145390667	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	4.01319e-5	250bar	Ecoli	NA	250
250A	CL 64:3_28.89	0.03680316	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	1.01587e-5	250bar	Ecoli	NA	250
250A	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.76902815	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	2.12273e-4	250bar	Ecoli	NA	250
250A	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	1.132138741	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	3.12502e-4	250bar	Ecoli	NA	250
250A	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.060359692	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	1.6661e-5	250bar	Ecoli	NA	250
250A	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.263330829	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	7.26866e-5	250bar	Ecoli	NA	250
250A	CL 65:4_28.80	0.230104394	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	6.35152e-5	250bar	Ecoli	NA	250
250A	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.267703901	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	7.38937e-5	250bar	Ecoli	NA	250
250A	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	1.604835568	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	4.42979e-4	250bar	Ecoli	NA	250
250A	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.334458803	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	9.23199e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 15:0_16:0_17:1_19:1	0.037589287	CL	1	NA	67	2	29.21	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_19:1	1.03757e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_16:0_16:1_19:1	0.075165397	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_19:1	2.07477e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_16:0_17:1_18:1	0.084966832	CL	1	NA	67	2	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:1	2.34532e-5	250bar	Ecoli	NA	250
250A	CL 67:2_29.21 | 16:0_17:0_17:1_17:1	0.05255299	CL	1	NA	67	2	29.21	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_17:1	1.45061e-5	250bar	Ecoli	NA	250
250A	CL 67:3_28.96 | 16:0_17:1_17:1_17:1	0.126168192	CL	1	NA	67	3	28.96	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_17:1	3.48259e-5	250bar	Ecoli	NA	250
250A	CL 67:4_29.12	0.159792228	CL	1	NA	67	4	29.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	67:04:00	4.41071e-5	250bar	Ecoli	NA	250
250A	CL 68:2_29.35 | 16:0_16:0_17:1_19:1	1.949055497	CL	1	NA	68	2	29.35	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_19:1	5.37993e-4	250bar	Ecoli	NA	250
250A	CL 68:5_29.03	0.194727489	CL	1	NA	68	5	29.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	68:05:00	5.37502e-5	250bar	Ecoli	NA	250
250A	CL 69:2_29.53 | 16:0_16:0_18:1_19:1	0.043360807	CL	1	NA	69	2	29.53	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_18:1_19:1	1.19688e-5	250bar	Ecoli	NA	250
250A	CL 69:2_29.53 | 16:0_17:0_17:1_19:1	0.072825898	CL	1	NA	69	2	29.53	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_19:1	2.0102e-5	250bar	Ecoli	NA	250
250A	CL 69:3_29.28 | 14:0_17:1_19:1_19:1	0.048151022	CL	1	NA	69	3	29.28	NA	14	0	NA	17	1	NA	NA	NA	FALSE	14:0_17:1_19:1_19:1	1.3291e-5	250bar	Ecoli	NA	250
250A	CL 69:3_29.28 | 16:0_17:1_17:1_19:1	0.704075945	CL	1	NA	69	3	29.28	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_19:1	1.94345e-4	250bar	Ecoli	NA	250
250A	CL 69:4_29.44	0.021880118	CL	1	NA	69	4	29.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	69:04:00	6.03952e-6	250bar	Ecoli	NA	250
250A	CL 70:2_29.71 | 16:0_16:0_19:1_19:1	0.348054358	CL	1	NA	70	2	29.71	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_19:1_19:1	9.60727e-5	250bar	Ecoli	NA	250
250A	CL 70:2_29.71 | 16:0_17:1_18:0_19:1	0.03540963	CL	1	NA	70	2	29.71	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_18:0_19:1	9.77404e-6	250bar	Ecoli	NA	250
250A	CL 70:5_29.35	0.18462945	CL	1	NA	70	5	29.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	70:05:00	5.09629e-5	250bar	Ecoli	NA	250
250A	CL 71:3_29.62 | 16:0_17:1_19:1_19:1	0.791223352	CL	1	NA	71	3	29.62	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_19:1_19:1	2.184e-4	250bar	Ecoli	NA	250
250A	CL 71:6_29.28	0.053915728	CL	1	NA	71	6	29.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	71:06:00	1.48822e-5	250bar	Ecoli	NA	250
250A	CL 73:3_29.96 | 16:0_19:1_19:1_19:1	0.316878846	CL	1	NA	73	3	29.96	NA	16	0	NA	19	1	NA	NA	NA	FALSE	16:0_19:1_19:1_19:1	8.74674e-5	250bar	Ecoli	NA	250
250A	CL 73:6_29.62	0.054753709	CL	1	NA	73	6	29.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	73:06:00	1.51135e-5	250bar	Ecoli	NA	250
250A	CL 74:4_29.87 | 17:1_19:1_19:1_19:1	0.061995212	CL	1	NA	74	4	29.87	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1_19:1_19:1	1.71124e-5	250bar	Ecoli	NA	250
250B	PE 28:0_11.58 | 14:0/14:0	6.931485909	PE	2	NA	28	0	11.58	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	0.001913283	250bar	Ecoli	NA	250
250B	PE 28:0_11.58 | 16:0/12:0	4.216577903	PE	2	NA	28	0	11.58	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	0.001163893	250bar	Ecoli	NA	250
250B	PE 29:0_12.53 | 15:0/14:0	1.407034724	PE	2	NA	29	0	12.53	NA	15	0	NA	14	0	NA	NA	NA	TRUE	15:0/14:0	3.88381e-4	250bar	Ecoli	NA	250
250B	PE 29:0_12.53 | 16:0/13:0	1.089953228	PE	2	NA	29	0	12.53	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	3.00857e-4	250bar	Ecoli	NA	250
250B	PE 29:1_11.25 | 12:0/17:1	0.269591128	PE	2	NA	29	1	11.25	NA	12	0	NA	17	1	NA	NA	NA	TRUE	12:0/17:1	7.44146e-5	250bar	Ecoli	NA	250
250B	PE 29:1_11.25 | 14:0_15:1	0.032622952	PE	2	NA	29	1	11.25	NA	14	0	NA	15	1	NA	NA	NA	FALSE	14:0_15:1	9.00484e-6	250bar	Ecoli	NA	250
250B	PE 30:0_13.67 | 16:0/14:0	129.9639407	PE	2	NA	30	0	13.67	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.03587366	250bar	Ecoli	NA	250
250B	PE 30:1_11.94 | 16:1/14:0	0.224395172	PE	2	NA	30	1	11.94	NA	16	1	NA	14	0	NA	NA	NA	TRUE	16:1/14:0	6.19393e-5	250bar	Ecoli	NA	250
250B	PE 30:1_12.22 | 16:0/14:1	4.085835575	PE	2	NA	30	1	12.22	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	0.001127804	250bar	Ecoli	NA	250
250B	PE 31:0_15.01 | 16:0/15:0	7.823066456	PE	2	NA	31	0	15.01	NA	16	0	NA	15	0	NA	NA	NA	TRUE	16:0/15:0	0.002159384	250bar	Ecoli	NA	250
250B	PE 31:1_13.18 | 14:0/17:1	7.651010595	PE	2	NA	31	1	13.18	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	0.002111892	250bar	Ecoli	NA	250
250B	PE 32:0_16.64 | 16:0/16:0	86.65397062	PE	2	NA	32	0	16.64	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.023918904	250bar	Ecoli	NA	250
250B	PE 32:1_14.36 | 15:0/17:1	4.544155895	PE	2	NA	32	1	14.36	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	0.001254313	250bar	Ecoli	NA	250
250B	PE 32:1_14.36 | 16:0/16:1	10.7807055	PE	2	NA	32	1	14.36	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.002975774	250bar	Ecoli	NA	250
250B	PE 33:0_18.55 | 16:0/17:0	1.185062006	PE	2	NA	33	0	18.55	NA	16	0	NA	17	0	NA	NA	NA	TRUE	16:0/17:0	3.2711e-4	250bar	Ecoli	NA	250
250B	PE 33:1_16.00 | 16:0/17:1	126.3912435	PE	2	NA	33	1	16	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.034887496	250bar	Ecoli	NA	250
250B	PE 33:2_13.89 | 16:1_17:1	0.184851358	PE	2	NA	33	2	13.89	NA	16	1	NA	17	1	NA	NA	NA	FALSE	16:1_17:1	5.10241e-5	250bar	Ecoli	NA	250
250B	PE 34:0_20.50 | 16:0/18:0	3.064433775	PE	2	NA	34	0	20.5	NA	16	0	NA	18	0	NA	NA	NA	TRUE	16:0/18:0	8.45869e-4	250bar	Ecoli	NA	250
250B	PE 34:1_17.17 | 16:0/18:1	3.681013418	PE	2	NA	34	1	17.17	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	0.001016062	250bar	Ecoli	NA	250
250B	PE 34:1_17.78 | 15:0/19:1	1.238579856	PE	2	NA	34	1	17.78	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	3.41882e-4	250bar	Ecoli	NA	250
250B	PE 34:1_17.78 | 16:0/18:1	1.981634453	PE	2	NA	34	1	17.78	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.46986e-4	250bar	Ecoli	NA	250
250B	PE 34:1_17.78 | 17:0/17:1	4.176435937	PE	2	NA	34	1	17.78	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	0.001152812	250bar	Ecoli	NA	250
250B	PE 34:2_14.58 | 18:1/16:1	0.479710598	PE	2	NA	34	2	14.58	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	1.32413e-4	250bar	Ecoli	NA	250
250B	PE 34:2_15.33 | 17:1/17:1	3.505233425	PE	2	NA	34	2	15.33	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	9.67542e-4	250bar	Ecoli	NA	250
250B	PE 35:1_19.58 | 16:0/19:1	58.69905688	PE	2	NA	35	1	19.58	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.016202571	250bar	Ecoli	NA	250
250B	PE 35:2_16.44 | 16:1_19:1	0.096967071	PE	2	NA	35	2	16.44	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	2.67656e-5	250bar	Ecoli	NA	250
250B	PE 35:2_16.44 | 18:1/17:1	0.25486516	PE	2	NA	35	2	16.44	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	7.03499e-5	250bar	Ecoli	NA	250
250B	PE 35:2_16.94 | 16:1_19:1	0.2225384	PE	2	NA	35	2	16.94	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	6.14268e-5	250bar	Ecoli	NA	250
250B	PE 35:2_16.94 | 18:1/17:1	0.159616258	PE	2	NA	35	2	16.94	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	4.40585e-5	250bar	Ecoli	NA	250
250B	PE 36:1_21.48 | 16:0_20:1	0.182866133	PE	2	NA	36	1	21.48	NA	16	0	NA	20	1	NA	NA	NA	FALSE	16:0_20:1	5.04761e-5	250bar	Ecoli	NA	250
250B	PE 36:1_21.48 | 17:0/19:1	1.085836622	PE	2	NA	36	1	21.48	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	2.99721e-4	250bar	Ecoli	NA	250
250B	PE 36:2_18.83 | 19:1/17:1	16.57808384	PE	2	NA	36	2	18.83	NA	19	1	NA	17	1	NA	NA	NA	TRUE	19:1/17:1	0.004576012	250bar	Ecoli	NA	250
250B	PE 37:1_23.32 | 18:0/19:1	1.246590029	PE	2	NA	37	1	23.32	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	3.44093e-4	250bar	Ecoli	NA	250
250B	PE 37:2_20.08 | 18:1/19:1	0.15773059	PE	2	NA	37	2	20.08	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	4.3538e-5	250bar	Ecoli	NA	250
250B	PE 38:2_22.46 | 19:1/19:1	10.31661294	PE	2	NA	38	2	22.46	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.002847672	250bar	Ecoli	NA	250
250B	PG 28:0_10.25 | 14:0/14:0	0.353424664	PG	2	NA	28	0	10.25	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	9.7555e-5	250bar	Ecoli	NA	250
250B	PG 28:0_10.25 | 16:0/12:0	0.17663610799999999	PG	2	NA	28	0	10.25	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	4.87565e-5	250bar	Ecoli	NA	250
250B	PG 29:0_10.91 | 14:0_15:0	0.060692321	PG	2	NA	29	0	10.91	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0	1.67528e-5	250bar	Ecoli	NA	250
250B	PG 29:0_10.91 | 16:0/13:0	0.040161431	PG	2	NA	29	0	10.91	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	1.10857e-5	250bar	Ecoli	NA	250
250B	PG 30:0_11.73 | 16:0/14:0	15.2520731	PG	2	NA	30	0	11.73	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.004209996	250bar	Ecoli	NA	250
250B	PG 30:1_10.66 | 16:0/14:1	0.18821005	PG	2	NA	30	1	10.66	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	5.19512e-5	250bar	Ecoli	NA	250
250B	PG 31:0_12.66 | 15:0_16:0	0.438506972	PG	2	NA	31	0	12.66	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0	1.2104e-4	250bar	Ecoli	NA	250
250B	PG 31:1_11.38 | 14:0/17:1	0.489819713	PG	2	NA	31	1	11.38	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	1.35204e-4	250bar	Ecoli	NA	250
250B	PG 32:0_13.77 | 16:0/16:0	11.02578477	PG	2	NA	32	0	13.77	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.003043423	250bar	Ecoli	NA	250
250B	PG 32:1_12.11 | 15:0/17:1	0.647505506	PG	2	NA	32	1	12.11	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	1.7873e-4	250bar	Ecoli	NA	250
250B	PG 32:1_12.11 | 16:0/16:1	2.404687065	PG	2	NA	32	1	12.11	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	6.6376e-4	250bar	Ecoli	NA	250
250B	PG 32:2_10.81	0.014362046	PG	2	NA	32	2	10.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	32:02:00	3.96432e-6	250bar	Ecoli	NA	250
250B	PG 33:0_15.11 | 16:0_17:0	0.103226992	PG	2	NA	33	0	15.11	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0	2.84935e-5	250bar	Ecoli	NA	250
250B	PG 33:1_13.31 | 16:0/17:1	44.74658932	PG	2	NA	33	1	13.31	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.012351302	250bar	Ecoli	NA	250
250B	PG 34:1_14.11 | 16:0/18:1	1.688336119	PG	2	NA	34	1	14.11	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	4.66028e-4	250bar	Ecoli	NA	250
250B	PG 34:1_14.53 | 15:0/19:1	0.316292678	PG	2	NA	34	1	14.53	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	8.73056e-5	250bar	Ecoli	NA	250
250B	PG 34:1_14.53 | 16:0/18:1	0.356497997	PG	2	NA	34	1	14.53	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	9.84034e-5	250bar	Ecoli	NA	250
250B	PG 34:1_14.53 | 17:0/17:1	0.613632999	PG	2	NA	34	1	14.53	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	1.6938e-4	250bar	Ecoli	NA	250
250B	PG 34:2_12.38 | 18:1/16:1	0.212435813	PG	2	NA	34	2	12.38	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	5.86382e-5	250bar	Ecoli	NA	250
250B	PG 34:2_12.85 | 17:1/17:1	0.833979133	PG	2	NA	34	2	12.85	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	2.30201e-4	250bar	Ecoli	NA	250
250B	PG 35:1_15.90 | 16:0/19:1	15.39431082	PG	2	NA	35	1	15.9	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.004249258	250bar	Ecoli	NA	250
250B	PG 35:1_15.90 | 18:0/17:1	0.210493251	PG	2	NA	35	1	15.9	NA	18	0	NA	17	1	NA	NA	NA	TRUE	18:0/17:1	5.8102e-5	250bar	Ecoli	NA	250
250B	PG 36:1_17.66 | 16:0/20:1	0.044608321	PG	2	NA	36	1	17.66	NA	16	0	NA	20	1	NA	NA	NA	TRUE	16:0/20:1	1.23131e-5	250bar	Ecoli	NA	250
250B	PG 36:1_17.66 | 17:0/19:1	0.287331117	PG	2	NA	36	1	17.66	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	7.93114e-5	250bar	Ecoli	NA	250
250B	PG 36:2_14.46 | 18:1/18:1	0.437999125	PG	2	NA	36	2	14.46	NA	18	1	NA	18	1	NA	NA	NA	TRUE	18:1/18:1	1.209e-4	250bar	Ecoli	NA	250
250B	PG 36:2_15.33 | 17:1_19:1	5.494696738	PG	2	NA	36	2	15.33	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1	0.001516689	250bar	Ecoli	NA	250
250B	PG 37:1_19.53 | 18:0/19:1	0.316544346	PG	2	NA	37	1	19.53	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	8.7375e-5	250bar	Ecoli	NA	250
250B	PG 38:2_18.64 | 19:1/19:1	5.682781573	PG	2	NA	38	2	18.64	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.001568606	250bar	Ecoli	NA	250
250B	CL 62:1_28.64 | 14:0_15:0_16:0_17:1	0.047147931	CL	1	NA	62	1	28.64	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0_16:0_17:1	1.30141e-5	250bar	Ecoli	NA	250
250B	CL 62:1_28.64 | 14:0_16:0_16:0_16:1	0.087223063	CL	1	NA	62	1	28.64	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_16:1	2.4076e-5	250bar	Ecoli	NA	250
250B	CL 62:1_28.64 | 15:0_15:0_16:0_16:1	0.013448941	CL	1	NA	62	1	28.64	NA	15	0	NA	15	0	NA	NA	NA	FALSE	15:0_15:0_16:0_16:1	3.71228e-6	250bar	Ecoli	NA	250
250B	CL 62:3_28.55	0.118072534	CL	1	NA	62	3	28.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	62:03:00	3.25913e-5	250bar	Ecoli	NA	250
250B	CL 63:2_28.57 | 14:1_16:0_16:0_17:1	0.050664579	CL	1	NA	63	2	28.57	NA	14	1	NA	16	0	NA	NA	NA	FALSE	14:1_16:0_16:0_17:1	1.39848e-5	250bar	Ecoli	NA	250
250B	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.121720767	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	3.35983e-5	250bar	Ecoli	NA	250
250B	CL 64:1_28.94 | 14:0_16:0_16:0_18:1	0.060309581	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_18:1	1.66471e-5	250bar	Ecoli	NA	250
