eid	id	rab	class	tails	hydrox	carbon	dbonds	rt	hydrsn1	carbsn1	dbonsn1	hydrsn2	carbsn2	dbonsn2	hydrsn3	carbsn3	dbonsn3	stereo	annot	frac_molar_2	group	sp	collection	depth
250B	CL 64:1_28.94 | 14:0_16:0_17:0_17:1	0.004622107	CL	1	NA	64	1	28.94	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:0_17:1	1.27583e-6	250bar	Ecoli	NA	250
250B	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.092968877	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	2.5662e-5	250bar	Ecoli	NA	250
250B	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.190375488	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	5.25489e-5	250bar	Ecoli	NA	250
250B	CL 64:3_28.89	0.072811331000000007	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	2.0098e-5	250bar	Ecoli	NA	250
250B	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.848083195	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	2.34095e-4	250bar	Ecoli	NA	250
250B	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	1.251829817	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	3.4554e-4	250bar	Ecoli	NA	250
250B	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.052396372	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	1.44629e-5	250bar	Ecoli	NA	250
250B	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.128972719	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	3.56001e-5	250bar	Ecoli	NA	250
250B	CL 65:4_28.80	0.330409512	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	9.12022e-5	250bar	Ecoli	NA	250
250B	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.318726987	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	8.79775e-5	250bar	Ecoli	NA	250
250B	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	2.281158425	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	6.29663e-4	250bar	Ecoli	NA	250
250B	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.470117935	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	1.29766e-4	250bar	Ecoli	NA	250
250B	CL 67:1_29.46 | 16:0_16:0_17:1_18:0	0.089934843	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_18:0	2.48245e-5	250bar	Ecoli	NA	250
250B	CL 67:3_28.96 | 16:0_17:1_17:1_17:1	0.098835054	CL	1	NA	67	3	28.96	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_17:1	2.72812e-5	250bar	Ecoli	NA	250
250B	CL 67:4_29.12	0.236029109	CL	1	NA	67	4	29.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	67:04:00	6.51506e-5	250bar	Ecoli	NA	250
250B	CL 68:2_29.35 | 16:0_16:0_17:1_19:1	2.815551734	CL	1	NA	68	2	29.35	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_19:1	7.77171e-4	250bar	Ecoli	NA	250
250B	CL 68:5_29.03	0.262441048	CL	1	NA	68	5	29.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	68:05:00	7.2441e-5	250bar	Ecoli	NA	250
250B	CL 69:2_29.53 | 16:0_17:0_17:1_19:1	0.072081366	CL	1	NA	69	2	29.53	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_19:1	1.98965e-5	250bar	Ecoli	NA	250
250B	CL 69:3_29.28 | 14:0_17:1_19:1_19:1	0.075680032	CL	1	NA	69	3	29.28	NA	14	0	NA	17	1	NA	NA	NA	FALSE	14:0_17:1_19:1_19:1	2.08898e-5	250bar	Ecoli	NA	250
250B	CL 69:3_29.28 | 16:0_17:1_17:1_19:1	0.6129751	CL	1	NA	69	3	29.28	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_19:1	1.69198e-4	250bar	Ecoli	NA	250
250B	CL 69:4_29.44	0.039044242	CL	1	NA	69	4	29.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	69:04:00	1.07773e-5	250bar	Ecoli	NA	250
250B	CL 70:2_29.71 | 16:0_16:0_19:1_19:1	0.666634061	CL	1	NA	70	2	29.71	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_19:1_19:1	1.8401e-4	250bar	Ecoli	NA	250
250B	CL 70:2_29.71 | 16:0_17:1_18:0_19:1	0.086214078	CL	1	NA	70	2	29.71	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_18:0_19:1	2.37975e-5	250bar	Ecoli	NA	250
250B	CL 70:5_29.35	0.278659388	CL	1	NA	70	5	29.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	70:05:00	7.69177e-5	250bar	Ecoli	NA	250
250B	CL 71:3_29.62 | 16:0_17:1_19:1_19:1	0.886236203	CL	1	NA	71	3	29.62	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_19:1_19:1	2.44626e-4	250bar	Ecoli	NA	250
250B	CL 71:6_29.28	0.072608413	CL	1	NA	71	6	29.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	71:06:00	2.00419e-5	250bar	Ecoli	NA	250
250B	CL 72:5_29.71	0.070305122	CL	1	NA	72	5	29.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	72:05:00	1.94062e-5	250bar	Ecoli	NA	250
250B	CL 73:3_29.96 | 16:0_19:1_19:1_19:1	0.405191202	CL	1	NA	73	3	29.96	NA	16	0	NA	19	1	NA	NA	NA	FALSE	16:0_19:1_19:1_19:1	1.11844e-4	250bar	Ecoli	NA	250
250B	CL 73:6_29.62	0.085547844	CL	1	NA	73	6	29.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	73:06:00	2.36136e-5	250bar	Ecoli	NA	250
250B	CL 74:4_29.87 | 17:1_19:1_19:1_19:1	0.110624064	CL	1	NA	74	4	29.87	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1_19:1_19:1	3.05353e-5	250bar	Ecoli	NA	250
250C	PE 28:0_11.58 | 14:0/14:0	7.155148686	PE	2	NA	28	0	11.58	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	0.00197502	250bar	Ecoli	NA	250
250C	PE 28:0_11.58 | 16:0/12:0	4.485247138	PE	2	NA	28	0	11.58	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	0.001238053	250bar	Ecoli	NA	250
250C	PE 29:0_12.53 | 15:0/14:0	1.25786818	PE	2	NA	29	0	12.53	NA	15	0	NA	14	0	NA	NA	NA	TRUE	15:0/14:0	3.47207e-4	250bar	Ecoli	NA	250
250C	PE 29:0_12.53 | 16:0/13:0	1.063647417	PE	2	NA	29	0	12.53	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	2.93596e-4	250bar	Ecoli	NA	250
250C	PE 29:1_11.25 | 12:0/17:1	0.241617609	PE	2	NA	29	1	11.25	NA	12	0	NA	17	1	NA	NA	NA	TRUE	12:0/17:1	6.66932e-5	250bar	Ecoli	NA	250
250C	PE 29:1_11.25 | 14:0_15:1	0.035189149	PE	2	NA	29	1	11.25	NA	14	0	NA	15	1	NA	NA	NA	FALSE	14:0_15:1	9.71318e-6	250bar	Ecoli	NA	250
250C	PE 30:0_13.67 | 16:0/14:0	124.5301421	PE	2	NA	30	0	13.67	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.03437378	250bar	Ecoli	NA	250
250C	PE 30:1_12.22 | 16:0/14:1	4.459672707	PE	2	NA	30	1	12.22	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	0.001230994	250bar	Ecoli	NA	250
250C	PE 31:0_15.01 | 16:0/15:0	6.370023914	PE	2	NA	31	0	15.01	NA	16	0	NA	15	0	NA	NA	NA	TRUE	16:0/15:0	0.001758304	250bar	Ecoli	NA	250
250C	PE 31:1_13.18 | 14:0/17:1	7.469234654	PE	2	NA	31	1	13.18	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	0.002061716	250bar	Ecoli	NA	250
250C	PE 32:0_16.64 | 16:0/16:0	75.8385613	PE	2	NA	32	0	16.64	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.020933551	250bar	Ecoli	NA	250
250C	PE 32:1_14.36 | 15:0/17:1	4.474574665	PE	2	NA	32	1	14.36	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	0.001235107	250bar	Ecoli	NA	250
250C	PE 32:1_14.36 | 16:0/16:1	14.24798734	PE	2	NA	32	1	14.36	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	0.00393284	250bar	Ecoli	NA	250
250C	PE 33:0_18.55 | 16:0/17:0	0.848429103	PE	2	NA	33	0	18.55	NA	16	0	NA	17	0	NA	NA	NA	TRUE	16:0/17:0	2.3419e-4	250bar	Ecoli	NA	250
250C	PE 33:1_16.00 | 16:0/17:1	136.0546532	PE	2	NA	33	1	16	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.037554866	250bar	Ecoli	NA	250
250C	PE 33:2_13.89 | 16:1_17:1	0.212270399	PE	2	NA	33	2	13.89	NA	16	1	NA	17	1	NA	NA	NA	FALSE	16:1_17:1	5.85925e-5	250bar	Ecoli	NA	250
250C	PE 34:0_20.50 | 16:0/18:0	2.15305474	PE	2	NA	34	0	20.5	NA	16	0	NA	18	0	NA	NA	NA	TRUE	16:0/18:0	5.94303e-4	250bar	Ecoli	NA	250
250C	PE 34:1_17.17 | 16:0/18:1	4.45707755	PE	2	NA	34	1	17.17	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	0.001230277	250bar	Ecoli	NA	250
250C	PE 34:1_17.78 | 15:0/19:1	1.445898835	PE	2	NA	34	1	17.78	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	3.99108e-4	250bar	Ecoli	NA	250
250C	PE 34:1_17.78 | 16:0/18:1	2.097757779	PE	2	NA	34	1	17.78	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	5.79039e-4	250bar	Ecoli	NA	250
250C	PE 34:1_17.78 | 17:0/17:1	4.160401054	PE	2	NA	34	1	17.78	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	0.001148386	250bar	Ecoli	NA	250
250C	PE 34:2_14.58 | 18:1/16:1	0.748205419	PE	2	NA	34	2	14.58	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	2.06525e-4	250bar	Ecoli	NA	250
250C	PE 34:2_15.33 | 17:1/17:1	3.682925397	PE	2	NA	34	2	15.33	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	0.00101659	250bar	Ecoli	NA	250
250C	PE 35:1_19.58 | 16:0/19:1	57.72718985	PE	2	NA	35	1	19.58	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.015934309	250bar	Ecoli	NA	250
250C	PE 35:2_16.44 | 16:1_19:1	0.07958064	PE	2	NA	35	2	16.44	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	2.19665e-5	250bar	Ecoli	NA	250
250C	PE 35:2_16.44 | 18:1/17:1	0.291349834	PE	2	NA	35	2	16.44	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	8.04207e-5	250bar	Ecoli	NA	250
250C	PE 35:2_16.94 | 16:1_19:1	0.270846876	PE	2	NA	35	2	16.94	NA	16	1	NA	19	1	NA	NA	NA	FALSE	16:1_19:1	7.47613e-5	250bar	Ecoli	NA	250
250C	PE 35:2_16.94 | 18:1/17:1	0.210888388	PE	2	NA	35	2	16.94	NA	18	1	NA	17	1	NA	NA	NA	TRUE	18:1/17:1	5.82111e-5	250bar	Ecoli	NA	250
250C	PE 36:1_21.48 | 16:0_20:1	0.1507201	PE	2	NA	36	1	21.48	NA	16	0	NA	20	1	NA	NA	NA	FALSE	16:0_20:1	4.16029e-5	250bar	Ecoli	NA	250
250C	PE 36:1_21.48 | 17:0/19:1	0.922787684	PE	2	NA	36	1	21.48	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	2.54715e-4	250bar	Ecoli	NA	250
250C	PE 36:2_18.83 | 19:1/17:1	17.18515183	PE	2	NA	36	2	18.83	NA	19	1	NA	17	1	NA	NA	NA	TRUE	19:1/17:1	0.00474358	250bar	Ecoli	NA	250
250C	PE 37:1_23.32 | 18:0/19:1	1.106170156	PE	2	NA	37	1	23.32	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	3.05334e-4	250bar	Ecoli	NA	250
250C	PE 37:2_20.08 | 18:1/19:1	0.155769392	PE	2	NA	37	2	20.08	NA	18	1	NA	19	1	NA	NA	NA	TRUE	18:1/19:1	4.29967e-5	250bar	Ecoli	NA	250
250C	PE 38:2_22.46 | 19:1/19:1	9.81102937	PE	2	NA	38	2	22.46	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.002708117	250bar	Ecoli	NA	250
250C	PG 28:0_10.25 | 14:0/14:0	0.33626234	PG	2	NA	28	0	10.25	NA	14	0	NA	14	0	NA	NA	NA	TRUE	14:0/14:0	9.28178e-5	250bar	Ecoli	NA	250
250C	PG 28:0_10.25 | 16:0/12:0	0.187905529	PG	2	NA	28	0	10.25	NA	16	0	NA	12	0	NA	NA	NA	TRUE	16:0/12:0	5.18671e-5	250bar	Ecoli	NA	250
250C	PG 29:0_10.91 | 14:0_15:0	0.048200193	PG	2	NA	29	0	10.91	NA	14	0	NA	15	0	NA	NA	NA	FALSE	14:0_15:0	1.33046e-5	250bar	Ecoli	NA	250
250C	PG 29:0_10.91 | 16:0/13:0	0.019252381	PG	2	NA	29	0	10.91	NA	16	0	NA	13	0	NA	NA	NA	TRUE	16:0/13:0	5.31419e-6	250bar	Ecoli	NA	250
250C	PG 30:0_11.73 | 16:0/14:0	12.46860061	PG	2	NA	30	0	11.73	NA	16	0	NA	14	0	NA	NA	NA	TRUE	16:0/14:0	0.00344168	250bar	Ecoli	NA	250
250C	PG 30:1_10.66 | 16:0/14:1	0.163001356	PG	2	NA	30	1	10.66	NA	16	0	NA	14	1	NA	NA	NA	TRUE	16:0/14:1	4.49929e-5	250bar	Ecoli	NA	250
250C	PG 31:0_12.66 | 15:0_16:0	0.360024069	PG	2	NA	31	0	12.66	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0	9.93766e-5	250bar	Ecoli	NA	250
250C	PG 31:1_11.38 | 14:0/17:1	0.946913198	PG	2	NA	31	1	11.38	NA	14	0	NA	17	1	NA	NA	NA	TRUE	14:0/17:1	2.61374e-4	250bar	Ecoli	NA	250
250C	PG 32:0_13.77 | 16:0/16:0	8.235279741	PG	2	NA	32	0	13.77	NA	16	0	NA	16	0	NA	NA	NA	TRUE	16:0/16:0	0.002273166	250bar	Ecoli	NA	250
250C	PG 32:1_12.11 | 15:0/17:1	0.666645477	PG	2	NA	32	1	12.11	NA	15	0	NA	17	1	NA	NA	NA	TRUE	15:0/17:1	1.84013e-4	250bar	Ecoli	NA	250
250C	PG 32:1_12.11 | 16:0/16:1	3.577973867	PG	2	NA	32	1	12.11	NA	16	0	NA	16	1	NA	NA	NA	TRUE	16:0/16:1	9.8762e-4	250bar	Ecoli	NA	250
250C	PG 32:2_10.81	0.018854733	PG	2	NA	32	2	10.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	32:02:00	5.20443e-6	250bar	Ecoli	NA	250
250C	PG 33:1_13.31 | 16:0/17:1	46.57360145	PG	2	NA	33	1	13.31	NA	16	0	NA	17	1	NA	NA	NA	TRUE	16:0/17:1	0.012855608	250bar	Ecoli	NA	250
250C	PG 34:0_16.75 | 16:0_18:0	0.144130685	PG	2	NA	34	0	16.75	NA	16	0	NA	18	0	NA	NA	NA	FALSE	16:0_18:0	3.97841e-5	250bar	Ecoli	NA	250
250C	PG 34:1_14.11 | 16:0/18:1	2.625049387	PG	2	NA	34	1	14.11	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	7.24587e-4	250bar	Ecoli	NA	250
250C	PG 34:1_14.53 | 15:0/19:1	0.247024022	PG	2	NA	34	1	14.53	NA	15	0	NA	19	1	NA	NA	NA	TRUE	15:0/19:1	6.81855e-5	250bar	Ecoli	NA	250
250C	PG 34:1_14.53 | 16:0/18:1	0.326937786	PG	2	NA	34	1	14.53	NA	16	0	NA	18	1	NA	NA	NA	TRUE	16:0/18:1	9.02439e-5	250bar	Ecoli	NA	250
250C	PG 34:1_14.53 | 17:0/17:1	0.524233807	PG	2	NA	34	1	14.53	NA	17	0	NA	17	1	NA	NA	NA	TRUE	17:0/17:1	1.44703e-4	250bar	Ecoli	NA	250
250C	PG 34:2_12.38 | 18:1/16:1	0.34285005	PG	2	NA	34	2	12.38	NA	18	1	NA	16	1	NA	NA	NA	TRUE	18:1/16:1	9.46361e-5	250bar	Ecoli	NA	250
250C	PG 34:2_12.85 | 17:1/17:1	0.888218467	PG	2	NA	34	2	12.85	NA	17	1	NA	17	1	NA	NA	NA	TRUE	17:1/17:1	2.45173e-4	250bar	Ecoli	NA	250
250C	PG 35:1_15.90 | 16:0/19:1	14.22448373	PG	2	NA	35	1	15.9	NA	16	0	NA	19	1	NA	NA	NA	TRUE	16:0/19:1	0.003926353	250bar	Ecoli	NA	250
250C	PG 36:1_17.66 | 16:0/20:1	0.03702172	PG	2	NA	36	1	17.66	NA	16	0	NA	20	1	NA	NA	NA	TRUE	16:0/20:1	1.0219e-5	250bar	Ecoli	NA	250
250C	PG 36:1_17.66 | 17:0/19:1	0.242801863	PG	2	NA	36	1	17.66	NA	17	0	NA	19	1	NA	NA	NA	TRUE	17:0/19:1	6.70201e-5	250bar	Ecoli	NA	250
250C	PG 36:2_14.46 | 18:1/18:1	0.670013617	PG	2	NA	36	2	14.46	NA	18	1	NA	18	1	NA	NA	NA	TRUE	18:1/18:1	1.84942e-4	250bar	Ecoli	NA	250
250C	PG 36:2_15.33 | 17:1_19:1	5.452886929	PG	2	NA	36	2	15.33	NA	17	1	NA	19	1	NA	NA	NA	FALSE	17:1_19:1	0.001505148	250bar	Ecoli	NA	250
250C	PG 37:1_19.53 | 18:0/19:1	0.293271718	PG	2	NA	37	1	19.53	NA	18	0	NA	19	1	NA	NA	NA	TRUE	18:0/19:1	8.09511e-5	250bar	Ecoli	NA	250
250C	PG 38:2_18.64 | 19:1/19:1	4.543143263	PG	2	NA	38	2	18.64	NA	19	1	NA	19	1	NA	NA	NA	TRUE	19:1/19:1	0.001254034	250bar	Ecoli	NA	250
250C	CL 62:3_28.55	0.020644849	CL	1	NA	62	3	28.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	62:03:00	5.69855e-6	250bar	Ecoli	NA	250
250C	CL 63:1_28.82 | 14:0_16:0_16:0_17:1	1.1070614	CL	1	NA	63	1	28.82	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_17:1	3.0558e-4	250bar	Ecoli	NA	250
250C	CL 64:0_29.21 | 16:0_16:0_16:0_16:0	0.048874073	CL	1	NA	64	0	29.21	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_16:0	1.34906e-5	250bar	Ecoli	NA	250
250C	CL 64:1_28.94 | 15:0_16:0_16:0_17:1	0.04849144	CL	1	NA	64	1	28.94	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_16:0_17:1	1.3385e-5	250bar	Ecoli	NA	250
250C	CL 64:2_28.73 | 14:0_16:0_17:1_17:1	0.053507876	CL	1	NA	64	2	28.73	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_17:1	1.47697e-5	250bar	Ecoli	NA	250
250C	CL 64:3_28.89	0.017378296	CL	1	NA	64	3	28.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	64:03:00	4.79689e-6	250bar	Ecoli	NA	250
250C	CL 65:1_29.12 | 14:0_16:0_16:0_19:1	0.30856189	CL	1	NA	65	1	29.12	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_16:0_19:1	8.51717e-5	250bar	Ecoli	NA	250
250C	CL 65:1_29.12 | 16:0_16:0_16:0_17:1	0.525324394	CL	1	NA	65	1	29.12	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_17:1	1.45004e-4	250bar	Ecoli	NA	250
250C	CL 65:2_28.89 | 15:0_16:0_17:1_17:1	0.012631067	CL	1	NA	65	2	28.89	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_17:1	3.48653e-6	250bar	Ecoli	NA	250
250C	CL 65:2_28.89 | 16:0_16:0_16:1_17:1	0.096320263	CL	1	NA	65	2	28.89	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:1_17:1	2.65871e-5	250bar	Ecoli	NA	250
250C	CL 65:4_28.80	0.107696828	CL	1	NA	65	4	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	65:04:00	2.97273e-5	250bar	Ecoli	NA	250
250C	CL 66:2_29.03 | 14:0_16:0_17:1_19:1	0.069977067	CL	1	NA	66	2	29.03	NA	14	0	NA	16	0	NA	NA	NA	FALSE	14:0_16:0_17:1_19:1	1.93156e-5	250bar	Ecoli	NA	250
250C	CL 66:2_29.03 | 16:0_16:0_17:1_17:1	0.694988487	CL	1	NA	66	2	29.03	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_17:1	1.91836e-4	250bar	Ecoli	NA	250
250C	CL 67:1_29.46 | 16:0_16:0_16:0_19:1	0.132810381	CL	1	NA	67	1	29.46	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_16:0_19:1	3.66594e-5	250bar	Ecoli	NA	250
250C	CL 67:2_29.21 | 15:0_16:0_17:1_19:1	0.015028909	CL	1	NA	67	2	29.21	NA	15	0	NA	16	0	NA	NA	NA	FALSE	15:0_16:0_17:1_19:1	4.1484e-6	250bar	Ecoli	NA	250
250C	CL 67:2_29.21 | 16:0_17:0_17:1_17:1	0.035292193	CL	1	NA	67	2	29.21	NA	16	0	NA	17	0	NA	NA	NA	FALSE	16:0_17:0_17:1_17:1	9.74163e-6	250bar	Ecoli	NA	250
250C	CL 67:4_29.12	0.084977562	CL	1	NA	67	4	29.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	67:04:00	2.34562e-5	250bar	Ecoli	NA	250
250C	CL 68:2_29.35 | 16:0_16:0_17:1_19:1	0.5411098	CL	1	NA	68	2	29.35	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_17:1_19:1	1.49361e-4	250bar	Ecoli	NA	250
250C	CL 68:5_29.03	0.103241312	CL	1	NA	68	5	29.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	68:05:00	2.84975e-5	250bar	Ecoli	NA	250
250C	CL 69:3_29.28 | 16:0_17:1_17:1_19:1	0.164662071	CL	1	NA	69	3	29.28	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_17:1_19:1	4.54513e-5	250bar	Ecoli	NA	250
250C	CL 70:2_29.71 | 16:0_16:0_19:1_19:1	0.095881063	CL	1	NA	70	2	29.71	NA	16	0	NA	16	0	NA	NA	NA	FALSE	16:0_16:0_19:1_19:1	2.64658e-5	250bar	Ecoli	NA	250
250C	CL 71:3_29.62 | 16:0_17:1_19:1_19:1	0.220757015	CL	1	NA	71	3	29.62	NA	16	0	NA	17	1	NA	NA	NA	FALSE	16:0_17:1_19:1_19:1	6.09351e-5	250bar	Ecoli	NA	250
250C	CL 73:3_29.96 | 16:0_19:1_19:1_19:1	0.084226709	CL	1	NA	73	3	29.96	NA	16	0	NA	19	1	NA	NA	NA	FALSE	16:0_19:1_19:1_19:1	2.32489e-5	250bar	Ecoli	NA	250
