SoyPI_062925_Ex340_Em440,,SoyPI_062925_Ex340_Em490,,
261.0041809,125.2876358,261.0144958,244.2931976,
261.5041809,132.9304352,261.5144958,254.8510132,
262.0041809,129.2505341,262.0144958,250.6332092,
262.5041809,129.4731903,262.5144958,252.3065186,
263.0041809,129.3923645,263.0144958,252.1595306,
263.5041809,135.7309418,263.5144958,259.6663208,
264.0041809,128.3199615,264.0144958,255.7964935,
264.5041809,129.7328033,264.5144958,256.670105,
265.0041809,131.8963623,265.0144958,258.2216797,
265.5041809,129.6724091,265.5144958,260.2370605,
266.0041809,129.1764374,266.0144958,256.8317871,
266.5041809,129.1311798,266.5144958,251.7062683,
267.0041809,133.6353302,267.0144958,254.0695038,
267.5041809,125.7772141,267.5144958,249.2064819,
268.0041809,131.2525787,268.0144958,256.5999756,
268.5041809,123.5959091,268.5144958,251.1940308,
269.0041809,127.3520584,269.0144958,245.8406067,
269.5041809,123.6920776,269.5145264,241.2155762,
270.0041809,126.1998978,270.0144958,243.8696289,
270.5041809,130.0858307,270.5144958,241.2384796,
271.0041809,127.6372986,271.0144958,240.1524353,
271.5041809,121.9618607,271.5144958,239.7846069,
272.0041809,121.6047516,272.0144958,234.5371246,
272.5041809,119.2208557,272.5144958,236.8595581,
273.0041809,119.6099319,273.0145264,238.4323578,
273.5041809,117.8539658,273.5144958,229.2861023,
274.0041809,118.2183304,274.0144958,230.80896,
274.5041809,119.6057129,274.5144958,226.0901489,
275.0041809,117.2736511,275.0144958,227.6243134,
275.5041809,114.6294556,275.5144958,229.6728973,
276.0041809,113.7182541,276.0144958,224.0797729,
276.5041809,113.9947586,276.5144958,228.5490112,
277.0041809,116.3449707,277.0144958,225.9149323,
277.5041809,113.4720001,277.5144958,230.4151306,
278.0041809,115.0252533,278.0144958,224.3319244,
278.5041809,113.6391144,278.5144958,224.7217255,
279.0041809,114.6148758,279.0144958,224.2334595,
279.5041809,117.0067749,279.5144958,221.4229889,
280.0041809,114.219368,280.0144958,224.4591675,
280.5041809,110.1012955,280.5144958,217.5466309,
281.0041809,109.5263062,281.0144958,221.0549622,
281.5041809,104.6774902,281.5144958,221.3591461,
282.0041809,107.3207016,282.0144958,215.9475861,
282.5041809,106.1183319,282.5144958,215.608963,
283.0041809,108.2603378,283.0144958,213.733902,
283.5041809,103.2594833,283.5144958,214.4837494,
284.0041809,101.981987,284.0144958,208.0896301,
284.5041809,99.00154114,284.5144958,206.2916565,
285.0041809,97.44511414,285.0144958,200.6116943,
285.5041809,99.10736847,285.5144958,207.0893555,
286.0041809,99.25997925,286.0144958,197.9629822,
286.5041809,95.00624847,286.5144958,201.1390839,
287.0041809,91.9788208,287.0144958,201.3119202,
287.5041809,92.47116089,287.5144958,200.3572083,
288.0041809,93.68128204,288.0144958,198.5090027,
288.5041809,92.15619659,288.5144958,195.3015442,
289.0041809,89.78643799,289.0144958,198.1608734,
289.5041809,90.19760132,289.5144958,191.9092407,
290.0041809,89.13625336,290.0144958,195.7196808,
290.5041809,90.23912048,290.5144958,196.3007507,
291.0041809,91.17881775,291.0144958,197.2156982,
291.5041809,89.02739716,291.5144958,195.5398407,
292.0041809,91.26805878,292.0144958,187.8148499,
292.5041809,88.93766785,292.5144958,190.4223633,
293.0041809,88.36761475,293.0144958,192.8572388,
293.5041809,91.71652222,293.5144958,195.227066,
294.0041809,89.39134216,294.0144958,193.2697906,
294.5041809,90.00377655,294.5144958,190.5577087,
295.0041809,93.55005646,295.0144958,188.2709503,
295.5041809,89.26438904,295.5144958,187.5959778,
296.0041809,90.55509186,296.0144958,192.6041565,
296.5041809,86.88263702,296.5144958,192.1291809,
297.0041809,88.85783386,297.0144958,192.4274292,
297.5041809,85.22016144,297.5144958,186.8326874,
298.0041809,85.58017731,298.0144958,187.9539185,
298.5041809,90.38489532,298.5145569,190.269165,
299.0041809,89.16526031,299.0144958,186.3357849,
299.5041809,87.96788025,299.5144958,184.6532288,
300.0041809,87.33079529,300.0144958,191.6302643,
300.5041809,89.59111023,300.5144958,190.7581635,
301.0041809,88.37323761,301.0144958,187.6008301,
301.5041809,86.07743073,301.5144958,185.941925,
302.0041809,89.12627411,302.0144958,185.7414093,
302.5041809,89.10240173,302.5144958,185.5547333,
303.0041809,89.20690155,303.0144958,187.2992706,
303.5041809,90.89360046,303.5144958,188.1193085,
304.0041809,88.67258453,304.0144958,184.7110443,
304.5041809,87.90635681,304.5144958,189.5911713,
305.0041809,89.78151703,305.0144958,183.7600555,
305.5041809,85.1122818,305.5144958,183.2078705,
306.0041809,87.08348083,306.0144958,188.9208679,
306.5041809,89.10177612,306.5144958,190.6338348,
307.0041809,86.91846466,307.0144958,186.6190643,
307.5041809,88.10545349,307.5144958,195.3740387,
308.0041809,88.21302795,308.0144958,192.2698212,
308.5041809,92.26128387,308.5144958,193.938797,
309.0041809,91.48670959,309.0144958,191.5927582,
309.5041809,94.72977448,309.5144958,202.875351,
310.0041809,95.55717468,310.0144958,195.0187988,
310.5041809,94.50933075,310.5144958,198.2621155,
311.0041809,92.2147522,311.0144958,197.9717102,
311.5041809,96.00262451,311.5144958,203.6422119,
312.0041809,96.81640625,312.0144958,202.4015808,
312.5041809,98.84864044,312.5144958,200.4091339,
313.0041809,96.58264923,313.0144958,207.578598,
313.5041809,98.10462189,313.5144958,208.2519073,
314.0041809,98.23542786,314.0144958,208.8539276,
314.5041809,99.24854279,314.5144958,210.0485687,
315.0041809,96.79862213,315.0144958,206.5841675,
315.5041809,99.0120697,315.5144958,216.2195435,
316.0041809,98.18399811,316.0144958,210.0055237,
316.5041809,99.58679199,316.5145569,208.6162262,
317.0041809,99.12106323,317.0144958,212.4845734,
317.5041809,99.55768585,317.5144958,210.108078,
318.0041809,97.47706604,318.0144958,205.5437775,
318.5041809,96.99415588,318.5144958,206.6307373,
319.0041809,99.93286133,319.0144958,203.2262421,
319.5041809,95.63050079,319.5144958,201.3040771,
320.0041809,94.5425415,320.0144958,200.10672,
320.5041809,93.69297028,320.5144958,199.3889771,
321.0041809,91.75455475,321.0144958,202.3614807,
321.5041809,91.78714752,321.5144958,198.8977661,
322.0041809,89.58417511,322.0144958,199.8027802,
322.5041809,93.07525635,322.5144958,188.6147461,
323.0041809,93.2440033,323.0144958,191.6410675,
323.5041809,89.14752197,323.5144958,188.2596893,
324.0041809,91.46869659,324.0144958,192.0377655,
324.5041809,87.10645294,324.5144958,186.5524139,
325.0041809,86.73406982,325.0144958,183.8927612,
325.5041809,84.16785431,325.5144958,184.7008514,
326.0041809,83.42901611,326.0144958,183.5495911,
326.5041809,84.04576111,326.5144958,182.0057678,
327.0041809,85.25272369,327.0144958,181.7073364,
327.5041809,83.92501831,327.5144958,178.1975403,
328.0041809,84.99895477,328.0144958,179.5543365,
328.5041809,87.33586884,328.5144958,181.3830566,
329.0041809,85.59468079,329.0144958,182.5530396,
329.5041809,81.66209412,329.5145569,179.0016327,
330.0041809,82.82865143,330.0144958,181.893219,
330.5041809,86.11233521,330.5144958,182.7843475,
331.0041809,83.50853729,331.0144958,177.5670013,
331.5041809,82.06809235,331.5144958,175.5118103,
332.0041809,77.83612061,332.0144958,172.164444,
332.5041809,78.64225769,332.5144958,170.4447632,
333.0041809,81.37039948,333.0145569,171.6889191,
333.5041809,77.21189117,333.5144958,169.5393829,
334.0041809,76.61486816,334.0144958,168.3899231,
334.5041809,75.45288086,334.5144958,166.3567657,
335.0041809,74.06044006,335.0144958,162.8538513,
335.5041809,74.54734802,335.5144958,160.3261871,
336.0041809,71.15246582,336.0144958,161.4313812,
336.5041809,72.74176788,336.5144958,160.8261871,
337.0041809,73.97593689,337.0144958,158.9289398,
337.5041809,69.21780396,337.5144958,158.0404358,
338.0041809,70.25926971,338.0144958,154.4387665,
338.5041809,69.22571564,338.5144958,153.0129089,
339.0041809,68.92843628,339.0144958,154.9746704,
339.5041809,68.31829071,339.5144958,155.0233917,
340.0041809,66.60009003,340.0144958,152.9387054,
340.5041809,65.59739685,340.5144958,150.4964142,
341.0041809,66.73274231,341.0144958,150.1725311,
341.5041809,66.73582458,341.5144958,151.444931,
342.0041809,66.31137085,342.0144958,148.1172791,
342.5041809,65.41759491,342.5144958,147.4393768,
343.0041809,65.81348419,343.0144958,149.1251831,
343.5041809,63.56891251,343.5144958,147.9463043,
344.0041809,60.85029602,344.0144958,143.486969,
344.5041809,63.28495026,344.5144958,146.1637268,
345.0041809,64.61808777,345.0145569,144.7158813,
345.5041809,63.16215515,345.5144958,146.0624237,
346.0041809,65.01747131,346.0144958,142.425827,
346.5041809,65.30487061,346.5144958,142.1788635,
347.0041809,63.60935974,347.0144958,148.5863647,
347.5041809,62.83545685,347.5145569,142.8518524,
348.0041809,64.258255,348.0144958,146.8323364,
348.5041809,65.6541214,348.5144958,144.7480164,
349.0041809,64.84093475,349.0144958,143.0921631,
349.5041809,63.19297028,349.5144958,145.6594391,
350.0041809,63.55699921,350.0144958,147.8930817,
350.5041809,62.22607422,350.5144958,141.8689117,
351.0041809,64.19825745,351.0144958,142.082428,
351.5041809,63.42342377,351.5145569,140.9764099,
352.0041809,65.28881073,352.0144958,141.4292755,
352.5041809,63.00663757,352.5144958,143.1467133,
353.0041809,61.38318253,353.0144958,141.0989685,
353.5041809,68.56479645,353.5144958,138.4515839,
354.0041809,65.43312073,354.0144958,142.1101532,
354.5041809,61.37281418,354.5144958,142.70224,
355.0041809,63.05646896,355.0144958,143.2638092,
355.5041809,65.18462372,355.5144958,140.2978058,
356.0041809,65.07554626,356.0144958,140.5852966,
356.5041809,63.25735855,356.5144958,142.3435974,
357.0041809,64.44190216,357.0144958,141.0956421,
357.5041809,64.88671112,357.5144958,144.8092499,
358.0041809,64.0871048,358.0144958,142.592453,
358.5041809,65.59765625,358.5144958,143.7861786,
359.0041809,65.34643555,359.0144958,143.0400391,
359.5041809,65.22593689,359.5144958,148.0875397,
360.0041809,64.05596924,360.0144958,141.6888428,
360.5041809,64.55175781,360.5144958,146.2775116,
361.0041809,67.21911621,361.0144958,145.6268463,
361.5041809,70.95843506,361.5144958,145.170517,
362.0041809,69.86749268,362.0144958,152.5383911,
362.5041809,71.89977264,362.5144958,153.0495453,
363.0041809,70.76280975,363.0144958,155.8683472,
363.5041809,71.91876984,363.5144958,155.8903503,
364.0041809,72.63583374,364.0144958,156.2802887,
364.5041809,70.85047913,364.5144958,160.3526306,
365.0041809,71.78050995,365.0145569,157.0691071,
365.5041809,75.16323853,365.5144958,158.2859802,
366.0041809,73.21496582,366.0144958,161.3850708,
366.5041809,76.51056671,366.5144958,163.8777161,
367.0041809,79.11985016,367.0144958,163.4142761,
367.5041809,75.60006714,367.5144958,164.5899048,
368.0041809,76.6353302,368.0144958,163.0807495,
368.5041809,75.31329346,368.5144958,157.1772766,
369.0041809,71.37278748,369.0144958,157.3701935,
369.5041809,69.68624115,369.5144958,155.5020294,
370.0041809,73.51983643,370.0144958,156.5452118,
370.5041809,71.24514008,370.5144958,154.2850189,
371.0041809,71.66641998,371.0144958,152.3899384,
371.5041809,69.03630829,371.5144958,149.7505493,
372.0041809,73.96160889,372.0144958,150.5134277,
372.5041809,66.24710846,372.5144958,148.7817383,
373.0041809,70.56208801,373.0144958,148.915802,
373.5041809,67.05018616,373.5144958,144.224472,
374.0041809,68.0677948,374.0144958,145.2736969,
374.5041809,64.49202728,374.5144958,147.3238068,
375.0041809,64.46038055,375.0144958,141.1016846,
375.5041809,64.53116608,375.5144958,138.0542145,
376.0041809,63.75756836,376.0144958,141.3789215,
376.5041809,64.8212738,376.5144958,134.2160797,
377.0041809,61.67575073,377.0144958,138.7874451,
377.5041809,63.20313263,377.5145569,138.1092224,
378.0041809,62.64248657,378.0144958,137.7059631,
378.5041809,62.84219742,378.5145569,135.7632141,
379.0041809,61.435215,379.0144958,137.194519,
379.5041809,63.59405136,379.5145569,134.0843201,
380.0041809,59.12239456,380.0144958,134.1894226,
380.5041809,63.7616806,380.5144958,136.2425995,
381.0041809,60.66169739,381.0144958,132.8764038,
381.5041809,59.57242966,381.5144958,135.0695801,
382.0041809,63.1675415,382.0144958,133.6748962,
382.5041809,59.95115662,382.5144958,132.1429443,
383.0041809,59.45939255,383.0144958,133.8524323,
383.5041809,61.81804657,383.5144958,131.0884247,
384.0041809,59.97229767,384.0144958,125.425148,
384.5041809,57.76784134,384.5144958,130.0241394,
385.0041809,57.1615715,385.0144958,123.5964737,
385.5041809,56.35958481,385.5144958,126.6792679,
386.0041809,53.25966644,386.0144958,124.6484833,
386.5041809,54.46802139,386.5144958,117.8504791,
387.0041809,54.72223663,387.0144958,121.9059906,
387.5041809,54.05901718,387.5144958,122.9195557,
388.0041809,54.96808243,388.0144958,115.3959885,
388.5041809,51.29458618,388.5144958,116.5265045,
389.0041809,52.30727386,389.0144958,119.8132248,
389.5041809,50.99832535,389.5144958,114.9198227,
390.0041809,52.33814621,390.0144958,111.1042023,
390.5041809,49.15958405,390.5144958,110.4337082,
391.0041809,50.10643005,391.0144958,110.2395325,
391.5041809,48.54070663,391.5144958,111.8117294,
392.0041809,49.55793381,392.0144958,110.6220932,
392.5041809,46.48102188,392.5144958,111.7074585,
393.0041809,48.74521255,393.0144958,110.2211685,
393.5041809,47.90078735,393.5144958,106.6564865,
394.0041809,45.6974411,394.0144958,107.6379852,
394.5041809,49.56476593,394.5144958,107.8564911,
395.0041809,46.38998032,395.0144958,107.8165741,
395.5041809,47.46089935,395.5144958,109.2040405,
396.0041809,46.15441513,396.0144958,106.2999344,
396.5041809,45.83220291,396.5144958,106.8959961,
397.0041809,47.432827,397.0145569,105.3031158,
397.5041809,44.40638351,397.5144958,107.1877136,
398.0041809,48.61875534,398.0144958,109.2552338,
398.5041809,47.99252701,398.5144958,106.6926651,
399.0041809,46.47477341,399.0144958,101.9231033,
399.5041809,48.39543152,399.5144958,107.0653458,
400.0041809,43.70685577,400.0144958,106.3242493,
400.5041809,47.24341583,400.5144958,105.2201462,
401.0041809,46.89217377,401.0144958,102.0459137,
401.5041809,44.91859436,401.5144958,101.0788422,
402.0041809,45.74574661,402.0144958,103.2117767,
402.5041809,46.8438797,402.5144958,101.4408722,
403.0041809,47.56179047,403.0144958,106.9233322,
403.5041809,45.65537643,403.5144958,101.2351837,
404.0041809,43.98524094,404.0144958,104.7672729,
404.5041809,45.65755081,404.5144958,104.6286697,
405.0041809,45.49895477,405.0144958,103.9619827,
405.5041809,45.19406891,405.5144958,101.7080154,
406.0041809,44.97210693,406.0144958,103.7828369,
406.5041809,47.32833862,406.5144958,101.0027161,
407.0041809,45.11835098,407.0144958,101.0250549,
407.5041809,43.91962814,407.5144958,101.5512848,
408.0041809,45.66159439,408.0144958,101.0328522,
408.5041809,45.44328308,408.5144958,103.4307938,
409.0041809,44.87283325,409.0144958,102.1340485,
409.5041809,48.74250793,409.5144958,104.0943146,
410.0041809,46.48977661,410.0144958,102.211113,
410.5041809,50.46173477,410.5144958,101.3494949,
411.0041809,49.26410294,411.0144958,106.1819305,
411.5041809,48.64931107,411.5144958,107.072197,
412.0041809,46.24858856,412.0144958,104.3568954,
412.5041809,47.42054367,412.5144958,108.7661743,
413.0041809,47.72420502,413.0144958,108.5953674,
413.5041809,48.73746109,413.5144958,113.1414948,
414.0041809,48.16172791,414.0144958,111.3287888,
414.5041809,52.22876358,414.5144958,111.7631607,
415.0041809,52.57813644,415.0144958,110.4820557,
415.5041809,52.5,415.5144958,111.0194397,
416.0041809,54.72742081,416.0144958,111.978241,
416.5041809,51.25635529,416.5144958,121.5307236,
417.0041809,52.85643387,417.0144958,112.3421478,
417.5041809,54.39283752,417.5144958,114.9396591,
418.0041809,54.4676857,418.0144958,115.1795044,
418.5041809,55.27306366,418.5144958,116.8827972,
419.0041809,55.56040192,419.0144958,112.7596054,
419.5041809,52.68902588,419.5144958,109.5426331,
420.0041809,51.88527679,420.0144958,112.6024094,
420.5041809,51.45037842,420.5144958,112.220108,
421.0041809,52.89744186,421.0144958,111.8776703,
421.5041809,49.46409988,421.5144958,110.672287,
422.0041809,51.87163925,422.0144958,107.6393661,
422.5041809,49.74779892,422.5144958,105.0410156,
423.0041809,49.14384842,423.0144958,108.5241776,
423.5041809,47.8065567,423.5144958,104.2556076,
424.0041809,47.5110321,424.0144958,103.8314896,
424.5041809,47.03230667,424.5144958,102.6211243,
425.0041809,49.5205307,425.0144958,101.2950287,
425.5041809,46.22249603,425.5144958,100.9737396,
426.0041809,45.28967667,426.0144958,99.33130646,
426.5041809,43.85241318,426.5144958,98.31414795,
427.0041809,45.73750305,427.0144958,100.1182404,
427.5041809,42.11974716,427.5144958,101.3322601,
428.0041809,45.1452713,428.0144958,96.7693634,
428.5041809,42.42386627,428.5144958,97.70100403,
429.0041809,44.83585739,429.0144958,97.47187805,
429.5041809,52.37515259,429.5144958,119.2543488,
430.0041809,55.06428528,430.0144958,114.4863892,
430.5041809,49.37435913,430.5144958,113.8350449,
431.0041809,50.07564545,431.0144958,109.7619705,
431.5041809,49.78325653,431.5144958,111.0971756,
432.0041809,50.51053619,432.0144958,111.4778976,
432.5041809,52.92986679,432.5144958,111.1594849,
433.0041809,53.61927032,433.0144958,111.9269485,
433.5041809,53.97362137,433.5144958,113.0543213,
434.0041809,52.45309448,434.0144958,113.6185532,
434.5041809,51.9376297,434.5144958,114.7834778,
435.0041809,53.73435593,435.0144958,115.9024582,
435.5041809,54.79776001,435.5144958,116.1245728,
436.0041809,55.91482925,436.0144958,118.3501053,
436.5041809,57.49718094,436.5144958,117.6411362,
437.0041809,56.70703125,437.0144958,124.8882523,
437.5041809,57.57999802,437.5144958,121.5351334,
438.0041809,57.66399002,438.0144958,121.5140228,
438.5041809,59.87875748,438.5145569,121.6377335,
439.0041809,62.52703094,439.0144958,126.9220276,
439.5041809,61.5255661,439.5144958,129.5722656,
440.0041809,61.18277359,440.0144958,128.0592194,
440.5041809,61.78498077,440.5144958,128.3787231,
441.0041809,64.95667267,441.0144958,128.615036,
441.5041809,62.80656052,441.5144958,134.1708679,
442.0041809,67.0763092,442.0144958,132.8010712,
442.5041809,69.30176544,442.5144958,132.0882416,
443.0041809,66.53675842,443.0144958,135.1662598,
443.5041809,65.59646606,443.5144958,136.4822083,
444.0041809,70.49045563,444.0144958,135.2359924,
444.5041809,70.38502502,444.5144958,140.0314941,
445.0041809,69.05657959,445.0144958,139.4349365,
445.5041809,69.30432892,445.5144958,144.9729309,
446.0041809,71.93713379,446.0144958,147.7514496,
446.5041809,72.77558136,446.5144958,145.9225922,
447.0041809,72.65047455,447.0144958,147.8980103,
447.5041809,74.84722137,447.5144958,145.2214355,
448.0041809,73.35466766,448.0144958,146.9810638,
448.5041809,73.63317108,448.5144958,148.0188293,
449.0041809,78.33702087,449.0144958,153.6251678,
449.5041809,78.54425049,449.5144958,151.3970642,
450.0041809,80.96949005,450.0144958,153.0635376,

SoyPI_062925_Ex340_Em440,
SoyPI_062925_Ex340_Em440
Collection Time: 6/29/2025 8:53:42 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Sun 29 Jun 08:53:42 PM 2025
Batch: C:\Users\BudinLabCary\Desktop\hpcell\SoyPI_06292025\SoyPI.FBKN
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY15240001
Data mode                         Fluorescence
Ex. wavelengths (nm)              340.0000 ; 340.0000
Em. wavelengths (nm)              440.0000 ; 490.0000
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Averaging Time (s)                0.5000
Cycle time(min)                   0.5000
Stop time(min)                    450.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Comments:
Method Log     :
Method Name    : C:\Users\BudinLabCary\Desktop\hpcell\SoyPI_06292025\SoyPI.FBKN
Date/Time stamp: 6/29/2025 8:53:35 PM
Method Modifications:
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 5/9/2025 3:02:43 PM, Old:600, New:800
Autoconvert Changed: 5/9/2025 3:02:43 PM, Old:None, New:Ascii with Log
Multiwavelength Changed: 5/9/2025 3:02:43 PM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 5/9/2025 3:02:43 PM, Old:   350.0000, New:   340.0000
Emission Wavelengths 1 Changed: 5/9/2025 3:02:43 PM, Old:   450.0000, New:   440.0000
Excitation Wavelengths 2 Changed: 5/9/2025 3:02:43 PM, Old:   360.0000, New:   340.0000
Emission Wavelengths 2 Changed: 5/9/2025 3:02:43 PM, Old:   460.0000, New:   490.0000
Excitation Wavelength Changed: 5/9/2025 3:02:43 PM, Old: 400.00, New: 340.00
Emission Wavelength Changed: 5/9/2025 3:02:43 PM, Old: 600.00, New: 440.00
Cycle Time 1 Changed: 5/9/2025 3:02:43 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 5/9/2025 3:02:43 PM, Old: 1.0000, New:360.0000
Emission PMT (V): Changed: 5/9/2025 3:02:43 PM, Old: 600, New: 800
Overlayed Graphs Changed: 5/9/2025 6:27:43 PM, Old:OFF, New:ON
Ave. time (s): Changed: 5/9/2025 6:30:09 PM, Old:0.10000, New:0.50000
Cycle Time 1 Changed: 5/9/2025 6:30:09 PM, Old: 1.0000, New: 0.5000
Ex. Slit Width (nm): Changed: 5/9/2025 6:59:26 PM, Old:5, New:2.5
PMT Volts Changed: 5/10/2025 2:27:31 PM, Old:800, New:850
Emission PMT (V): Changed: 5/10/2025 2:27:31 PM, Old: 800, New: 850
PMT Volts Changed: 5/12/2025 10:51:27 AM, Old:850, New:780
Emission PMT (V): Changed: 5/12/2025 10:51:27 AM, Old: 850, New: 780
PMT Volts Changed: 5/12/2025 8:32:39 PM, Old:780, New:800
Emission PMT (V): Changed: 5/12/2025 8:32:39 PM, Old: 780, New: 800
Current Method Changed: 5/14/2025 11:36:46 AM, Old:C:\Users\BudinLabCary\Desktop\hpcell\SOPE-DAG_20250513\kinetic1.FBKN, New:C:\USERS\BUDINLABCARY\DESKTOP\HPCELL\SOPE-DAG_20250513\KINETIC1.FBKN
PMT Volts Changed: 5/14/2025 12:00:37 PM, Old:800, New:780
Emission PMT (V): Changed: 5/14/2025 12:00:37 PM, Old: 800, New: 780
PMT Volts Changed: 5/14/2025 7:08:34 PM, Old:780, New:800
Stop Time 1 Changed: 5/14/2025 7:08:34 PM, Old:360.0000, New:450.0000
Emission PMT (V): Changed: 5/14/2025 7:08:34 PM, Old: 780, New: 800
End Method Modifications

SoyPI_062925_Ex340_Em490,
SoyPI_062925_Ex340_Em490
Collection Time: 6/29/2025 8:53:42 PM
Operator Name  :
Kinetics Software Version: 1.2(146)
Parameter List :
Report Time: Sun 29 Jun 08:53:42 PM 2025
Batch: C:\Users\BudinLabCary\Desktop\hpcell\SoyPI_06292025\SoyPI.FBKN
Software version: 1.2(146)
Operator:
Instrument Parameters
Instrument                        Cary Eclipse
Instrument Serial Number          MY15240001
Data mode                         Fluorescence
Ex. wavelengths (nm)              340.0000 ; 340.0000
Em. wavelengths (nm)              440.0000 ; 490.0000
Ex. Slit (nm)                     2.5
Em. Slit (nm)                     5
Averaging Time (s)                0.5000
Cycle time(min)                   0.5000
Stop time(min)                    450.0000
Emission filter                   Open
Excitation Filter                 Auto
PMT voltage (V)                   High
Comments:
Method Log     :
Method Name    : C:\Users\BudinLabCary\Desktop\hpcell\SoyPI_06292025\SoyPI.FBKN
Date/Time stamp: 6/29/2025 8:53:35 PM
Method Modifications:
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Individual, New:Choice 1
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay all, New:Choice 2
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay rows, New:Choice 3
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:Overlay columns, New:Choice 4
Wellplate Overlay Mode Changed: 5/9/2025 2:31:48 PM, Old:User defined, New:Overlay columns
PMT Volts Changed: 5/9/2025 3:02:43 PM, Old:600, New:800
Autoconvert Changed: 5/9/2025 3:02:43 PM, Old:None, New:Ascii with Log
Multiwavelength Changed: 5/9/2025 3:02:43 PM, Old:OFF, New:ON
Excitation Wavelengths 1 Changed: 5/9/2025 3:02:43 PM, Old:   350.0000, New:   340.0000
Emission Wavelengths 1 Changed: 5/9/2025 3:02:43 PM, Old:   450.0000, New:   440.0000
Excitation Wavelengths 2 Changed: 5/9/2025 3:02:43 PM, Old:   360.0000, New:   340.0000
Emission Wavelengths 2 Changed: 5/9/2025 3:02:43 PM, Old:   460.0000, New:   490.0000
Excitation Wavelength Changed: 5/9/2025 3:02:43 PM, Old: 400.00, New: 340.00
Emission Wavelength Changed: 5/9/2025 3:02:43 PM, Old: 600.00, New: 440.00
Cycle Time 1 Changed: 5/9/2025 3:02:43 PM, Old: 0.0000, New: 1.0000
Stop Time 1 Changed: 5/9/2025 3:02:43 PM, Old: 1.0000, New:360.0000
Emission PMT (V): Changed: 5/9/2025 3:02:43 PM, Old: 600, New: 800
Overlayed Graphs Changed: 5/9/2025 6:27:43 PM, Old:OFF, New:ON
Ave. time (s): Changed: 5/9/2025 6:30:09 PM, Old:0.10000, New:0.50000
Cycle Time 1 Changed: 5/9/2025 6:30:09 PM, Old: 1.0000, New: 0.5000
Ex. Slit Width (nm): Changed: 5/9/2025 6:59:26 PM, Old:5, New:2.5
PMT Volts Changed: 5/10/2025 2:27:31 PM, Old:800, New:850
Emission PMT (V): Changed: 5/10/2025 2:27:31 PM, Old: 800, New: 850
PMT Volts Changed: 5/12/2025 10:51:27 AM, Old:850, New:780
Emission PMT (V): Changed: 5/12/2025 10:51:27 AM, Old: 850, New: 780
PMT Volts Changed: 5/12/2025 8:32:39 PM, Old:780, New:800
Emission PMT (V): Changed: 5/12/2025 8:32:39 PM, Old: 780, New: 800
Current Method Changed: 5/14/2025 11:36:46 AM, Old:C:\Users\BudinLabCary\Desktop\hpcell\SOPE-DAG_20250513\kinetic1.FBKN, New:C:\USERS\BUDINLABCARY\DESKTOP\HPCELL\SOPE-DAG_20250513\KINETIC1.FBKN
PMT Volts Changed: 5/14/2025 12:00:37 PM, Old:800, New:780
Emission PMT (V): Changed: 5/14/2025 12:00:37 PM, Old: 800, New: 780
PMT Volts Changed: 5/14/2025 7:08:34 PM, Old:780, New:800
Stop Time 1 Changed: 5/14/2025 7:08:34 PM, Old:360.0000, New:450.0000
Emission PMT (V): Changed: 5/14/2025 7:08:34 PM, Old: 780, New: 800
End Method Modifications

